100	0.0009610652923583984	0.0009448528289794922	0.0009248256683349609	0.0009510517120361328	0.0009489059448242188	0.0009348392486572266	0.0009348392486572266	0.0009579658508300781	0.00098419189453125	0.0009350776672363281
200	0.003576040267944336	0.00696110725402832	0.0065310001373291016	0.0034558773040771484	0.003525972366333008	0.0034570693969726562	0.0035059452056884766	0.0034987926483154297	0.0035369396209716797	0.0034580230712890625
300	0.007902860641479492	0.007930994033813477	0.008231878280639648	0.011670827865600586	0.012044906616210938	0.007935047149658203	0.00819706916809082	0.007898807525634766	0.007908105850219727	0.007905006408691406
400	0.014574050903320312	0.014259099960327148	0.014245986938476562	0.020490169525146484	0.020785093307495117	0.02033209800720215	0.02125716209411621	0.021502971649169922	0.021166086196899414	0.014230012893676758
500	0.022372007369995117	0.022595882415771484	0.022397994995117188	0.03220415115356445	0.031974077224731445	0.022327899932861328	0.02262091636657715	0.02233099937438965	0.022465944290161133	0.022422075271606445
600	0.03476905822753906	0.0324399471282959	0.03321099281311035	0.04647088050842285	0.04686403274536133	0.04634499549865723	0.04824090003967285	0.045938968658447266	0.04611611366271973	0.04552507400512695
700	0.06410002708435059	0.04411196708679199	0.057862043380737305	0.062330007553100586	0.06351494789123535	0.06318879127502441	0.0629739761352539	0.06203317642211914	0.045179128646850586	0.04384899139404297
800	0.05742502212524414	0.05775308609008789	0.05791902542114258	0.05723690986633301	0.057485103607177734	0.05772089958190918	0.06015419960021973	0.05735015869140625	0.06306791305541992	0.08140206336975098
900	0.0934910774230957	0.07315707206726074	0.07500696182250977	0.07356715202331543	0.07285904884338379	0.08165693283081055	0.10579299926757812	0.10357403755187988	0.10382294654846191	0.10328102111816406
1000	0.13070917129516602	0.08986687660217285	0.127518892288208	0.12953400611877441	0.13549113273620605	0.12202095985412598	0.09222006797790527	0.12672901153564453	0.13135981559753418	0.12674903869628906
