100	0.00035119056701660156	0.0003459453582763672	0.0003859996795654297	0.00036215782165527344	0.0003528594970703125	0.0003650188446044922	0.00035500526428222656	0.0007231235504150391	0.0006840229034423828	0.0007710456848144531
200	0.001506805419921875	0.0015649795532226562	0.0008969306945800781	0.0005538463592529297	0.0015079975128173828	0.001074075698852539	0.0015151500701904297	0.0015380382537841797	0.001516103744506836	0.0014929771423339844
300	0.0012221336364746094	0.0012559890747070312	0.001194000244140625	0.0018699169158935547	0.0024161338806152344	0.0024809837341308594	0.0023789405822753906	0.0012240409851074219	0.001222848892211914	0.0011968612670898438
400	0.0017039775848388672	0.0016820430755615234	0.001767873764038086	0.001399993896484375	0.0016739368438720703	0.0016970634460449219	0.0017459392547607422	0.0017580986022949219	0.0011742115020751953	0.0017359256744384766
500	0.002167224884033203	0.0018508434295654297	0.002235889434814453	0.0021681785583496094	0.0022208690643310547	0.0022211074829101562	0.0022521018981933594	0.002193927764892578	0.0022459030151367188	0.0020949840545654297
600	0.0027070045471191406	0.002062082290649414	0.0027899742126464844	0.002185821533203125	0.002686023712158203	0.001889944076538086	0.001973867416381836	0.0027260780334472656	0.0026857852935791016	0.002769947052001953
700	0.002393007278442383	0.0035400390625	0.002435922622680664	0.003216981887817383	0.003164052963256836	0.002344846725463867	0.0032300949096679688	0.0026640892028808594	0.0031180381774902344	0.003268003463745117
800	0.0027971267700195312	0.003509998321533203	0.0028219223022460938	0.00267791748046875	0.0026099681854248047	0.0036759376525878906	0.0037450790405273438	0.0027379989624023438	0.0035860538482666016	0.003776073455810547
900	0.003103971481323242	0.003103971481323242	0.003632068634033203	0.004196882247924805	0.004309177398681641	0.004227876663208008	0.0030999183654785156	0.0033349990844726562	0.00308990478515625	0.003339052200317383
1000	0.004165172576904297	0.004081010818481445	0.004449129104614258	0.0038290023803710938	0.00347900390625	0.003426074981689453	0.0034749507904052734	0.0036079883575439453	0.003422975540161133	0.003529071807861328
